state,district,year,crop,session,area,production,yield,yield_num
12. Karnataka,15. Gadag,2020 - 2021,Arecanut,Whole Year,20.00,225.00,11.25,11.25
12. Karnataka,15. Gadag,2020 - 2021,Arcanut (Processed),Whole Year,20.00,45.00,2.25,2.25
12. Karnataka,15. Gadag,2020 - 2021,Dry Ginger,Whole Year,11.00,27.70,2.52,2.52
12. Karnataka,15. Gadag,2020 - 2021,Mesta,Whole Year,1.00,0.00,0.00,0.0
12. Karnataka,15. Gadag,2021 - 2022,Coconut,Whole Year,259.00,"2,237,000.00","8,637.07",8637.07
12. Karnataka,15. Gadag,2021 - 2022,Tapioca,Whole Year,4.00,51.00,12.75,12.75
12. Karnataka,15. Gadag,2021 - 2022,Ginger,Whole Year,16.00,196.90,12.31,12.31
12. Karnataka,15. Gadag,2021 - 2022,Turmeric,Whole Year,2.00,11.00,5.50,5.5
12. Karnataka,15. Gadag,2021 - 2022,Sugarcane,Whole Year,"2,100.00","88,218.00",42.01,42.01
12. Karnataka,15. Gadag,2021 - 2022,Sweet potato,Whole Year,3.00,53.00,17.67,17.67
12. Karnataka,15. Gadag,2021 - 2022,Tobacco,Whole Year,4.00,3.00,0.75,0.75
12. Karnataka,15. Gadag,2021 - 2022,Coriander,Whole Year,217.00,119.00,0.55,0.55
12. Karnataka,15. Gadag,2021 - 2022,Garlic,Whole Year,46.00,272.00,5.91,5.91
12. Karnataka,15. Gadag,2021 - 2022,Cashewnut,Whole Year,153.00,217.00,1.42,1.42
12. Karnataka,15. Gadag,2021 - 2022,Arecanut,Whole Year,38.00,427.00,11.24,11.24
12. Karnataka,15. Gadag,2021 - 2022,Arcanut (Processed),Whole Year,38.00,85.00,2.24,2.24
12. Karnataka,15. Gadag,2021 - 2022,Dry Ginger,Whole Year,16.00,42.30,2.64,2.64
12. Karnataka,15. Gadag,2022 - 2023,Coconut,Whole Year,345.00,"3,536,806.00","10,251.61",10251.61
12. Karnataka,15. Gadag,2022 - 2023,Tapioca,Whole Year,37.00,447.00,12.08,12.08
12. Karnataka,15. Gadag,2022 - 2023,Ginger,Whole Year,9.00,61.74,6.86,6.86
12. Karnataka,15. Gadag,2022 - 2023,Turmeric,Whole Year,2.00,12.00,6.00,6.0
12. Karnataka,15. Gadag,2022 - 2023,Sugarcane,Whole Year,"2,452.00","125,050.00",51.00,51.0
12. Karnataka,15. Gadag,2022 - 2023,Sweet potato,Whole Year,4.00,47.00,11.75,11.75
12. Karnataka,15. Gadag,2022 - 2023,Tobacco,Whole Year,2.00,1.00,0.50,0.5
12. Karnataka,15. Gadag,2022 - 2023,Coriander,Whole Year,261.00,157.00,0.60,0.6
12. Karnataka,15. Gadag,2022 - 2023,Garlic,Whole Year,30.00,243.00,8.10,8.1
12. Karnataka,15. Gadag,2022 - 2023,Cashewnut,Whole Year,110.00,659.00,5.99,5.99
12. Karnataka,15. Gadag,2022 - 2023,Arecanut,Whole Year,145.00,907.00,6.26,6.26
12. Karnataka,15. Gadag,2022 - 2023,Arcanut (Processed),Whole Year,145.00,181.00,1.25,1.25
12. Karnataka,15. Gadag,2022 - 2023,Dry Ginger,Whole Year,9.00,13.30,1.48,1.48
12. Karnataka,16. Gulbarga,2020 - 2021,Coconut,Whole Year,27.00,215.00,7.96,7.96
12. Karnataka,16. Gulbarga,2020 - 2021,Tapioca,Whole Year,70.00,840.00,12.00,12.0
12. Karnataka,16. Gulbarga,2020 - 2021,Black pepper,Whole Year,51.00,24.00,0.47,0.47
12. Karnataka,16. Gulbarga,2020 - 2021,Ginger,Whole Year,398.00,"4,653.80",11.69,11.69
12. Karnataka,16. Gulbarga,2020 - 2021,Turmeric,Whole Year,579.00,"1,415.00",2.44,2.44
12. Karnataka,16. Gulbarga,2020 - 2021,Sugarcane,Whole Year,"19,117.00","1,338,190.00",70.00,70.0
12. Karnataka,16. Gulbarga,2020 - 2021,Sweet potato,Whole Year,2.00,40.00,20.00,20.0
12. Karnataka,16. Gulbarga,2020 - 2021,Tobacco,Whole Year,82.00,68.00,0.83,0.83
12. Karnataka,16. Gulbarga,2020 - 2021,Coriander,Whole Year,16.00,9.00,0.56,0.56
12. Karnataka,16. Gulbarga,2020 - 2021,Garlic,Whole Year,36.00,190.00,5.28,5.28
12. Karnataka,16. Gulbarga,2020 - 2021,Dry Ginger,Whole Year,398.00,"1,001.00",2.52,2.52
12. Karnataka,16. Gulbarga,2020 - 2021,Cardamom,Whole Year,1.00,0.17,0.17,0.17
12. Karnataka,16. Gulbarga,2020 - 2021,Mesta,Whole Year,14.00,0.00,0.00,0.0
12. Karnataka,16. Gulbarga,2021 - 2022,Coconut,Whole Year,20.00,"170,000.00","8,500.00",8500.0
12. Karnataka,16. Gulbarga,2021 - 2022,Tapioca,Whole Year,11.00,136.00,12.36,12.36
12. Karnataka,16. Gulbarga,2021 - 2022,Black pepper,Whole Year,25.00,14.00,0.56,0.56
12. Karnataka,16. Gulbarga,2021 - 2022,Ginger,Whole Year,158.00,"1,980.90",12.54,12.54
12. Karnataka,16. Gulbarga,2021 - 2022,Turmeric,Whole Year,349.00,"1,427.00",4.09,4.09
12. Karnataka,16. Gulbarga,2021 - 2022,Sugarcane,Whole Year,"45,129.00","4,332,426.00",96.00,96.0
12. Karnataka,16. Gulbarga,2021 - 2022,Garlic,Whole Year,30.00,161.00,5.37,5.37
12. Karnataka,16. Gulbarga,2021 - 2022,Dry Ginger,Whole Year,158.00,426.00,2.70,2.7
12. Karnataka,16. Gulbarga,2022 - 2023,Coconut,Whole Year,22.00,"215,000.00","9,772.73",9772.73
12. Karnataka,16. Gulbarga,2022 - 2023,Tapioca,Whole Year,84.00,"1,064.00",12.67,12.67
12. Karnataka,16. Gulbarga,2022 - 2023,Black pepper,Whole Year,42.00,16.40,0.39,0.39
12. Karnataka,16. Gulbarga,2022 - 2023,Ginger,Whole Year,63.00,752.60,11.95,11.95
12. Karnataka,16. Gulbarga,2022 - 2023,Turmeric,Whole Year,233.00,86.00,0.37,0.37
12. Karnataka,16. Gulbarga,2022 - 2023,Sugarcane,Whole Year,"57,164.00","4,801,808.00",84.00,84.0
12. Karnataka,16. Gulbarga,2022 - 2023,Sweet potato,Whole Year,2.00,25.00,12.50,12.5
12. Karnataka,16. Gulbarga,2022 - 2023,Coriander,Whole Year,3.00,2.00,0.67,0.67
12. Karnataka,16. Gulbarga,2022 - 2023,Garlic,Whole Year,19.00,130.00,6.84,6.84
12. Karnataka,16. Gulbarga,2022 - 2023,Dry Ginger,Whole Year,63.00,161.90,2.57,2.57
12. Karnataka,16. Gulbarga,2022 - 2023,Mesta,Whole Year,20.00,0.00,0.00,0.0
12. Karnataka,17. Hassan,2020 - 2021,Coconut,Whole Year,"97,999.00","475,981.00",4.86,4.86
12. Karnataka,17. Hassan,2020 - 2021,Tapioca,Whole Year,101.00,"1,267.00",12.54,12.54
12. Karnataka,17. Hassan,2020 - 2021,Black pepper,Whole Year,"34,926.00","28,604.40",0.82,0.82
12. Karnataka,17. Hassan,2020 - 2021,Ginger,Whole Year,"10,219.00","135,807.40",13.29,13.29
12. Karnataka,17. Hassan,2020 - 2021,Turmeric,Whole Year,15.00,96.00,6.40,6.4
12. Karnataka,17. Hassan,2020 - 2021,Sugarcane,Whole Year,"2,125.00","212,500.00",100.00,100.0
12. Karnataka,17. Hassan,2020 - 2021,Sweet potato,Whole Year,157.00,"2,093.00",13.33,13.33
12. Karnataka,17. Hassan,2020 - 2021,Tobacco,Whole Year,"7,562.00","4,847.00",0.64,0.64
12. Karnataka,17. Hassan,2020 - 2021,Coriander,Whole Year,36.00,19.00,0.53,0.53
12. Karnataka,17. Hassan,2020 - 2021,Garlic,Whole Year,3.00,16.00,5.33,5.33
12. Karnataka,17. Hassan,2020 - 2021,Cashewnut,Whole Year,31.00,39.00,1.26,1.26
12. Karnataka,17. Hassan,2020 - 2021,Arecanut,Whole Year,"12,102.00","136,293.00",11.26,11.26
12. Karnataka,17. Hassan,2020 - 2021,Arcanut (Processed),Whole Year,"12,102.00","27,254.00",2.25,2.25
12. Karnataka,17. Hassan,2020 - 2021,Dry Ginger,Whole Year,"10,219.00","29,205.90",2.86,2.86
12. Karnataka,17. Hassan,2020 - 2021,Cardamom,Whole Year,"1,148.00",93.00,0.08,0.08
12. Karnataka,17. Hassan,2021 - 2022,Coconut,Whole Year,"96,002.00","667,212,000.00","6,949.98",6949.98
12. Karnataka,17. Hassan,2021 - 2022,Tapioca,Whole Year,36.00,497.00,13.81,13.81
12. Karnataka,17. Hassan,2021 - 2022,Black pepper,Whole Year,"31,643.00","26,263.90",0.83,0.83
12. Karnataka,17. Hassan,2021 - 2022,Ginger,Whole Year,"11,889.00","161,267.90",13.56,13.56
12. Karnataka,17. Hassan,2021 - 2022,Turmeric,Whole Year,20.00,111.00,5.55,5.55
12. Karnataka,17. Hassan,2021 - 2022,Sugarcane,Whole Year,"3,422.00","314,801.00",91.99,91.99
12. Karnataka,17. Hassan,2021 - 2022,Sweet potato,Whole Year,347.00,"5,778.00",16.65,16.65
12. Karnataka,17. Hassan,2021 - 2022,Tobacco,Whole Year,"8,988.00","4,817.00",0.54,0.54
12. Karnataka,17. Hassan,2021 - 2022,Coriander,Whole Year,1.00,1.00,1.00,1.0
12. Karnataka,17. Hassan,2021 - 2022,Garlic,Whole Year,16.00,90.00,5.63,5.63
12. Karnataka,17. Hassan,2021 - 2022,Cashewnut,Whole Year,43.00,61.00,1.42,1.42
12. Karnataka,17. Hassan,2021 - 2022,Arecanut,Whole Year,"14,207.00","163,381.00",11.50,11.5
12. Karnataka,17. Hassan,2021 - 2022,Arcanut (Processed),Whole Year,"14,207.00","32,676.00",2.30,2.3
12. Karnataka,17. Hassan,2021 - 2022,Dry Ginger,Whole Year,"11,889.00","34,681.30",2.92,2.92
12. Karnataka,17. Hassan,2021 - 2022,Cardamom,Whole Year,"1,953.00",162.00,0.08,0.08
12. Karnataka,17. Hassan,2022 - 2023,Coconut,Whole Year,"116,416.00","907,627,000.00","7,796.41",7796.41
12. Karnataka,17. Hassan,2022 - 2023,Tapioca,Whole Year,44.00,536.00,12.18,12.18
12. Karnataka,17. Hassan,2022 - 2023,Black pepper,Whole Year,"25,508.00","9,693.20",0.38,0.38
12. Karnataka,17. Hassan,2022 - 2023,Ginger,Whole Year,"8,138.00","82,925.40",10.19,10.19
12. Karnataka,17. Hassan,2022 - 2023,Turmeric,Whole Year,26.00,161.00,6.19,6.19
12. Karnataka,17. Hassan,2022 - 2023,Sugarcane,Whole Year,"3,611.00","368,353.00",102.01,102.01
12. Karnataka,17. Hassan,2022 - 2023,Sweet potato,Whole Year,607.00,"7,097.00",11.69,11.69
12. Karnataka,17. Hassan,2022 - 2023,Tobacco,Whole Year,"6,524.00","3,529.00",0.54,0.54
12. Karnataka,17. Hassan,2022 - 2023,Coriander,Whole Year,2.00,1.00,0.50,0.5
12. Karnataka,17. Hassan,2022 - 2023,Garlic,Whole Year,8.00,63.00,7.88,7.88
12. Karnataka,17. Hassan,2022 - 2023,Cashewnut,Whole Year,23.00,136.00,5.91,5.91
12. Karnataka,17. Hassan,2022 - 2023,Arecanut,Whole Year,"15,875.00","102,394.00",6.45,6.45
12. Karnataka,17. Hassan,2022 - 2023,Arcanut (Processed),Whole Year,"15,875.00","20,479.00",1.29,1.29
12. Karnataka,17. Hassan,2022 - 2023,Dry Ginger,Whole Year,"8,138.00","17,830.20",2.19,2.19
12. Karnataka,17. Hassan,2022 - 2023,Cardamom,Whole Year,832.00,125.00,0.15,0.15
12. Karnataka,17. Hassan,2022 - 2023,Mesta,Whole Year,1.00,0.00,0.00,0.0
12. Karnataka,18. Haveri,2020 - 2021,Coconut,Whole Year,"1,237.00","9,850.00",7.96,7.96
12. Karnataka,18. Haveri,2020 - 2021,Tapioca,Whole Year,4.00,51.00,12.75,12.75
12. Karnataka,18. Haveri,2020 - 2021,Black pepper,Whole Year,66.00,31.10,0.47,0.47
12. Karnataka,18. Haveri,2020 - 2021,Ginger,Whole Year,"4,421.00","61,056.20",13.81,13.81
12. Karnataka,18. Haveri,2020 - 2021,Turmeric,Whole Year,19.00,121.00,6.37,6.37
12. Karnataka,18. Haveri,2020 - 2021,Sugarcane,Whole Year,"8,226.00","797,922.00",97.00,97.0
12. Karnataka,18. Haveri,2020 - 2021,Tobacco,Whole Year,4.00,3.00,0.75,0.75
12. Karnataka,18. Haveri,2020 - 2021,Garlic,Whole Year,"1,540.00","8,194.00",5.32,5.32
12. Karnataka,18. Haveri,2020 - 2021,Cashewnut,Whole Year,161.00,204.00,1.27,1.27
12. Karnataka,18. Haveri,2020 - 2021,Arecanut,Whole Year,"8,372.00","94,285.00",11.26,11.26
12. Karnataka,18. Haveri,2020 - 2021,Arcanut (Processed),Whole Year,"8,372.00","18,854.00",2.25,2.25
12. Karnataka,18. Haveri,2020 - 2021,Dry Ginger,Whole Year,"4,421.00","13,130.40",2.97,2.97
12. Karnataka,18. Haveri,2020 - 2021,Cardamom,Whole Year,2.00,0.35,0.17,0.17
12. Karnataka,18. Haveri,2021 - 2022,Coconut,Whole Year,"1,079.00","9,331,000.00","8,647.82",8647.82
12. Karnataka,18. Haveri,2021 - 2022,Tapioca,Whole Year,1.00,13.00,13.00,13.0
12. Karnataka,18. Haveri,2021 - 2022,Black pepper,Whole Year,39.00,21.50,0.55,0.55
12. Karnataka,18. Haveri,2021 - 2022,Ginger,Whole Year,"5,174.00","78,583.10",15.19,15.19
12. Karnataka,18. Haveri,2021 - 2022,Turmeric,Whole Year,57.00,322.00,5.65,5.65
12. Karnataka,18. Haveri,2021 - 2022,Sugarcane,Whole Year,"10,978.00","955,062.00",87.00,87.0
12. Karnataka,18. Haveri,2021 - 2022,Sweet potato,Whole Year,4.00,71.00,17.75,17.75
12. Karnataka,18. Haveri,2021 - 2022,Tobacco,Whole Year,3.00,2.00,0.67,0.67
12. Karnataka,18. Haveri,2021 - 2022,Garlic,Whole Year,"1,587.00","9,356.00",5.90,5.9
12. Karnataka,18. Haveri,2021 - 2022,Cashewnut,Whole Year,252.00,426.00,1.69,1.69
12. Karnataka,18. Haveri,2021 - 2022,Arecanut,Whole Year,"12,355.00","138,164.00",11.18,11.18
12. Karnataka,18. Haveri,2021 - 2022,Arcanut (Processed),Whole Year,"12,355.00","27,638.00",2.24,2.24
12. Karnataka,18. Haveri,2021 - 2022,Dry Ginger,Whole Year,"5,174.00","16,899.60",3.27,3.27
12. Karnataka,18. Haveri,2021 - 2022,Cardamom,Whole Year,1.00,0.19,0.19,0.19
12. Karnataka,18. Haveri,2022 - 2023,Coconut,Whole Year,"1,020.00","16,539,000.00","16,214.71",16214.71
12. Karnataka,18. Haveri,2022 - 2023,Black pepper,Whole Year,32.00,11.01,0.34,0.34
12. Karnataka,18. Haveri,2022 - 2023,Ginger,Whole Year,"2,769.00","30,464.30",11.00,11.0
12. Karnataka,18. Haveri,2022 - 2023,Turmeric,Whole Year,22.00,132.00,6.00,6.0
12. Karnataka,18. Haveri,2022 - 2023,Sugarcane,Whole Year,"12,373.00","668,115.00",54.00,54.0
12. Karnataka,18. Haveri,2022 - 2023,Tobacco,Whole Year,2.00,1.00,0.50,0.5
12. Karnataka,18. Haveri,2022 - 2023,Coriander,Whole Year,1.00,1.00,1.00,1.0
12. Karnataka,18. Haveri,2022 - 2023,Garlic,Whole Year,540.00,"4,320.00",8.00,8.0
12. Karnataka,18. Haveri,2022 - 2023,Cashewnut,Whole Year,203.00,"1,461.00",7.20,7.2
12. Karnataka,18. Haveri,2022 - 2023,Arecanut,Whole Year,"16,587.00","144,311.00",8.70,8.7
12. Karnataka,18. Haveri,2022 - 2023,Arcanut (Processed),Whole Year,"16,587.00","28,862.00",1.74,1.74
12. Karnataka,18. Haveri,2022 - 2023,Dry Ginger,Whole Year,"2,769.00","6,552.60",2.37,2.37
12. Karnataka,18. Haveri,2022 - 2023,Cardamom,Whole Year,2.00,0.20,0.10,0.1
12. Karnataka,19. Kodagu,2020 - 2021,Coconut,Whole Year,"3,402.00","27,090.00",7.96,7.96
12. Karnataka,19. Kodagu,2020 - 2021,Tapioca,Whole Year,80.00,983.00,12.29,12.29
12. Karnataka,19. Kodagu,2020 - 2021,Black pepper,Whole Year,"97,979.00","30,373.50",0.31,0.31
12. Karnataka,19. Kodagu,2020 - 2021,Ginger,Whole Year,"1,348.00","14,072.10",10.44,10.44
12. Karnataka,19. Kodagu,2020 - 2021,Turmeric,Whole Year,9.00,57.00,6.33,6.33
12. Karnataka,19. Kodagu,2020 - 2021,Sugarcane,Whole Year,1.00,96.00,96.00,96.0
12. Karnataka,19. Kodagu,2020 - 2021,Sweet potato,Whole Year,149.00,"1,940.00",13.02,13.02
12. Karnataka,19. Kodagu,2020 - 2021,Garlic,Whole Year,2.00,11.00,5.50,5.5
12. Karnataka,19. Kodagu,2020 - 2021,Cashewnut,Whole Year,283.00,359.00,1.27,1.27
12. Karnataka,19. Kodagu,2020 - 2021,Arecanut,Whole Year,"22,840.00","257,224.00",11.26,11.26
12. Karnataka,19. Kodagu,2020 - 2021,Arcanut (Processed),Whole Year,"22,840.00","51,436.00",2.25,2.25
12. Karnataka,19. Kodagu,2020 - 2021,Dry Ginger,Whole Year,"1,348.00","3,026.30",2.25,2.25
12. Karnataka,19. Kodagu,2020 - 2021,Cardamom,Whole Year,966.00,254.00,0.26,0.26
12. Karnataka,19. Kodagu,2021 - 2022,Coconut,Whole Year,"2,458.00","21,255,000.00","8,647.27",8647.27
12. Karnataka,19. Kodagu,2021 - 2022,Tapioca,Whole Year,74.00,"1,005.00",13.58,13.58
12. Karnataka,19. Kodagu,2021 - 2022,Black pepper,Whole Year,"98,445.00","44,694.00",0.45,0.45
12. Karnataka,19. Kodagu,2021 - 2022,Ginger,Whole Year,"1,159.00","12,722.60",10.98,10.98
12. Karnataka,19. Kodagu,2021 - 2022,Turmeric,Whole Year,3.00,17.00,5.67,5.67
12. Karnataka,19. Kodagu,2021 - 2022,Sugarcane,Whole Year,1.00,107.00,107.00,107.0
12. Karnataka,19. Kodagu,2021 - 2022,Sweet potato,Whole Year,295.00,"3,861.00",13.09,13.09
12. Karnataka,19. Kodagu,2021 - 2022,Tobacco,Whole Year,2.00,2.00,1.00,1.0
12. Karnataka,19. Kodagu,2021 - 2022,Cashewnut,Whole Year,264.00,446.00,1.69,1.69
12. Karnataka,19. Kodagu,2021 - 2022,Arecanut,Whole Year,"25,708.00","219,678.00",8.55,8.55
12. Karnataka,19. Kodagu,2021 - 2022,Arcanut (Processed),Whole Year,"25,708.00","43,936.00",1.71,1.71
12. Karnataka,19. Kodagu,2021 - 2022,Dry Ginger,Whole Year,"1,159.00","2,736.00",2.36,2.36
12. Karnataka,19. Kodagu,2021 - 2022,Cardamom,Whole Year,"1,762.00",478.00,0.27,0.27
12. Karnataka,19. Kodagu,2022 - 2023,Coconut,Whole Year,"3,044.00","18,855,010.00","6,194.16",6194.16
12. Karnataka,19. Kodagu,2022 - 2023,Tapioca,Whole Year,81.00,"1,220.00",15.06,15.06
12. Karnataka,19. Kodagu,2022 - 2023,Black pepper,Whole Year,"103,300.00","42,352.93",0.41,0.41
12. Karnataka,19. Kodagu,2022 - 2023,Ginger,Whole Year,300.00,"3,424.63",11.42,11.42
12. Karnataka,19. Kodagu,2022 - 2023,Turmeric,Whole Year,5.00,30.00,6.00,6.0
12. Karnataka,19. Kodagu,2022 - 2023,Sweet potato,Whole Year,324.00,"3,893.00",12.02,12.02
12. Karnataka,19. Kodagu,2022 - 2023,Cashewnut,Whole Year,321.00,"2,957.00",9.21,9.21
12. Karnataka,19. Kodagu,2022 - 2023,Arecanut,Whole Year,"28,861.00","236,660.00",8.20,8.2
12. Karnataka,19. Kodagu,2022 - 2023,Arcanut (Processed),Whole Year,"28,861.00","47,332.00",1.64,1.64
12. Karnataka,19. Kodagu,2022 - 2023,Dry Ginger,Whole Year,300.00,736.50,2.46,2.46
12. Karnataka,19. Kodagu,2022 - 2023,Cardamom,Whole Year,"1,372.00",370.00,0.27,0.27
12. Karnataka,20. Kolar,2020 - 2021,Coconut,Whole Year,"1,195.00","9,516.00",7.96,7.96
12. Karnataka,20. Kolar,2020 - 2021,Tapioca,Whole Year,1.00,13.00,13.00,13.0
12. Karnataka,20. Kolar,2020 - 2021,Black pepper,Whole Year,3.00,1.40,0.47,0.47
12. Karnataka,20. Kolar,2020 - 2021,Ginger,Whole Year,85.00,993.90,11.69,11.69
12. Karnataka,20. Kolar,2020 - 2021,Turmeric,Whole Year,2.00,13.00,6.50,6.5
12. Karnataka,20. Kolar,2020 - 2021,Sugarcane,Whole Year,40.00,"3,840.00",96.00,96.0
12. Karnataka,20. Kolar,2020 - 2021,Sweet potato,Whole Year,28.00,546.00,19.50,19.5
12. Karnataka,20. Kolar,2020 - 2021,Tobacco,Whole Year,2.00,2.00,1.00,1.0
12. Karnataka,20. Kolar,2020 - 2021,Garlic,Whole Year,1.00,5.00,5.00,5.0
12. Karnataka,20. Kolar,2020 - 2021,Cashewnut,Whole Year,128.00,162.00,1.27,1.27
12. Karnataka,20. Kolar,2020 - 2021,Arecanut,Whole Year,4.00,45.00,11.25,11.25
12. Karnataka,20. Kolar,2020 - 2021,Arcanut (Processed),Whole Year,4.00,9.00,2.25,2.25
12. Karnataka,20. Kolar,2020 - 2021,Dry Ginger,Whole Year,85.00,213.80,2.52,2.52
12. Karnataka,20. Kolar,2020 - 2021,Cardamom,Whole Year,1.00,0.17,0.17,0.17
12. Karnataka,20. Kolar,2021 - 2022,Coconut,Whole Year,"1,009.00","8,729,000.00","8,651.14",8651.14
12. Karnataka,20. Kolar,2021 - 2022,Ginger,Whole Year,73.00,910.50,12.47,12.47
12. Karnataka,20. Kolar,2021 - 2022,Turmeric,Whole Year,3.00,17.00,5.67,5.67
12. Karnataka,20. Kolar,2021 - 2022,Sugarcane,Whole Year,11.00,"1,035.00",94.09,94.09
12. Karnataka,20. Kolar,2021 - 2022,Sweet potato,Whole Year,85.00,"1,542.00",18.14,18.14
12. Karnataka,20. Kolar,2021 - 2022,Garlic,Whole Year,4.00,22.00,5.50,5.5
12. Karnataka,20. Kolar,2021 - 2022,Cashewnut,Whole Year,91.00,188.00,2.07,2.07
12. Karnataka,20. Kolar,2021 - 2022,Arecanut,Whole Year,12.00,132.00,11.00,11.0
12. Karnataka,20. Kolar,2021 - 2022,Arcanut (Processed),Whole Year,12.00,26.00,2.17,2.17
12. Karnataka,20. Kolar,2021 - 2022,Dry Ginger,Whole Year,73.00,195.80,2.68,2.68
12. Karnataka,20. Kolar,2022 - 2023,Coconut,Whole Year,"1,003.00","11,113,998.00","11,080.76",11080.76
12. Karnataka,20. Kolar,2022 - 2023,Tapioca,Whole Year,2.00,23.00,11.50,11.5
12. Karnataka,20. Kolar,2022 - 2023,Black pepper,Whole Year,1.00,0.38,0.38,0.38
12. Karnataka,20. Kolar,2022 - 2023,Ginger,Whole Year,34.00,488.09,14.36,14.36
12. Karnataka,20. Kolar,2022 - 2023,Turmeric,Whole Year,1.00,6.00,6.00,6.0
12. Karnataka,20. Kolar,2022 - 2023,Sugarcane,Whole Year,42.00,"3,793.00",90.31,90.31
12. Karnataka,20. Kolar,2022 - 2023,Sweet potato,Whole Year,33.00,398.00,12.06,12.06
12. Karnataka,20. Kolar,2022 - 2023,Garlic,Whole Year,5.00,38.00,7.60,7.6
12. Karnataka,20. Kolar,2022 - 2023,Cashewnut,Whole Year,83.00,653.00,7.87,7.87
12. Karnataka,20. Kolar,2022 - 2023,Arecanut,Whole Year,15.00,74.00,4.93,4.93
12. Karnataka,20. Kolar,2022 - 2023,Arcanut (Processed),Whole Year,15.00,15.00,1.00,1.0
12. Karnataka,20. Kolar,2022 - 2023,Dry Ginger,Whole Year,34.00,105.00,3.09,3.09
12. Karnataka,21. Koppal,2020 - 2021,Coconut,Whole Year,130.00,"1,035.00",7.96,7.96
12. Karnataka,21. Koppal,2020 - 2021,Tapioca,Whole Year,5.00,64.00,12.80,12.8
12. Karnataka,21. Koppal,2020 - 2021,Black pepper,Whole Year,44.00,20.70,0.47,0.47
12. Karnataka,21. Koppal,2020 - 2021,Ginger,Whole Year,29.00,339.10,11.69,11.69
12. Karnataka,21. Koppal,2020 - 2021,Turmeric,Whole Year,12.00,77.00,6.42,6.42
12. Karnataka,21. Koppal,2020 - 2021,Sugarcane,Whole Year,944.00,"90,624.00",96.00,96.0
12. Karnataka,21. Koppal,2020 - 2021,Sweet potato,Whole Year,2.00,40.00,20.00,20.0
12. Karnataka,21. Koppal,2020 - 2021,Tobacco,Whole Year,13.00,11.00,0.85,0.85
12. Karnataka,21. Koppal,2020 - 2021,Coriander,Whole Year,2.00,1.00,0.50,0.5
12. Karnataka,21. Koppal,2020 - 2021,Garlic,Whole Year,11.00,58.00,5.27,5.27
12. Karnataka,21. Koppal,2020 - 2021,Cashewnut,Whole Year,19.00,24.00,1.26,1.26
12. Karnataka,21. Koppal,2020 - 2021,Arecanut,Whole Year,8.00,90.00,11.25,11.25
12. Karnataka,21. Koppal,2020 - 2021,Arcanut (Processed),Whole Year,8.00,18.00,2.25,2.25
12. Karnataka,21. Koppal,2020 - 2021,Dry Ginger,Whole Year,29.00,72.90,2.51,2.51
12. Karnataka,21. Koppal,2020 - 2021,Cardamom,Whole Year,2.00,0.35,0.17,0.17
12. Karnataka,21. Koppal,2020 - 2021,Mesta,Whole Year,10.00,0.00,0.00,0.0
12. Karnataka,21. Koppal,2021 - 2022,Coconut,Whole Year,141.00,"1,220,000.00","8,652.48",8652.48
12. Karnataka,21. Koppal,2021 - 2022,Tapioca,Whole Year,12.00,152.00,12.67,12.67
12. Karnataka,21. Koppal,2021 - 2022,Black pepper,Whole Year,35.00,19.30,0.55,0.55
12. Karnataka,21. Koppal,2021 - 2022,Ginger,Whole Year,23.00,283.00,12.30,12.3
12. Karnataka,21. Koppal,2021 - 2022,Turmeric,Whole Year,13.00,72.00,5.54,5.54
12. Karnataka,21. Koppal,2021 - 2022,Sugarcane,Whole Year,"2,052.00","196,966.00",95.99,95.99
12. Karnataka,21. Koppal,2021 - 2022,Sweet potato,Whole Year,2.00,35.00,17.50,17.5
12. Karnataka,21. Koppal,2021 - 2022,Tobacco,Whole Year,10.00,8.00,0.80,0.8
12. Karnataka,21. Koppal,2021 - 2022,Garlic,Whole Year,3.00,17.00,5.67,5.67
12. Karnataka,21. Koppal,2021 - 2022,Cashewnut,Whole Year,9.00,8.00,0.89,0.89
12. Karnataka,21. Koppal,2021 - 2022,Arecanut,Whole Year,4.00,44.00,11.00,11.0
12. Karnataka,21. Koppal,2021 - 2022,Arcanut (Processed),Whole Year,4.00,9.00,2.25,2.25
12. Karnataka,21. Koppal,2021 - 2022,Dry Ginger,Whole Year,23.00,60.90,2.65,2.65
12. Karnataka,21. Koppal,2022 - 2023,Coconut,Whole Year,155.00,"1,826,000.00","11,780.65",11780.65
12. Karnataka,21. Koppal,2022 - 2023,Tapioca,Whole Year,19.00,217.00,11.42,11.42
12. Karnataka,21. Koppal,2022 - 2023,Black pepper,Whole Year,25.00,196.01,7.84,7.84
12. Karnataka,21. Koppal,2022 - 2023,Ginger,Whole Year,12.00,118.40,9.87,9.87
12. Karnataka,21. Koppal,2022 - 2023,Turmeric,Whole Year,3.00,18.00,6.00,6.0
12. Karnataka,21. Koppal,2022 - 2023,Sugarcane,Whole Year,"2,255.00","202,948.00",90.00,90.0
12. Karnataka,21. Koppal,2022 - 2023,Tobacco,Whole Year,8.00,6.00,0.75,0.75
12. Karnataka,21. Koppal,2022 - 2023,Cashewnut,Whole Year,20.00,176.00,8.80,8.8
12. Karnataka,21. Koppal,2022 - 2023,Arecanut,Whole Year,11.00,56.00,5.09,5.09
